Country,Year,Divorce_Rate
Latvia,1993,15.38
Latvia,1994,16.66
Latvia,1995,15.76
Latvia,1996,14.08
Latvia,1997,13.9
Latvia,1998,14.27
Latvia,1999,13.84
Latvia,2000,13.74
Latvia,2001,14.24
Latvia,2002,14.2
Latvia,2003,14.3
Latvia,2004,14.25
Latvia,2005,14.74
Latvia,2006,14.99
Latvia,2007,15.09
Latvia,2008,14.35
Latvia,2009,14.02
Latvia,2010,14.4
Latvia,2011,13.91
Latvia,2012,14.31
Latvia,2013,14.3
Latvia,2014,14.31
Latvia,2015,14.43
Latvia,2016,14.62
Latvia,2017,14.84
Latvia,2018,14.95
Latvia,2019,14.52
Latvia,2020,14.97
Latvia,2021,18.19
Latvia,2022,15.88
Latvia,2023,14.67
Liechtenstein,1990,5.75
Liechtenstein,1991,5.75
Liechtenstein,1992,5.88
Liechtenstein,1993,6.1
Liechtenstein,1994,6.34
Liechtenstein,1995,6.57
Liechtenstein,1996,6.8
Liechtenstein,1997,6.92
Liechtenstein,1998,6.88
Liechtenstein,1999,6.76
Liechtenstein,2000,6.62
Liechtenstein,2001,6.37
Liechtenstein,2002,6.21
Liechtenstein,2003,6.1
Liechtenstein,2004,5.95
Liechtenstein,2005,5.89
Liechtenstein,2006,5.9
Liechtenstein,2007,5.91
Liechtenstein,2008,5.96
Liechtenstein,2009,6.09
Liechtenstein,2010,6.2
Liechtenstein,2011,6.27
Liechtenstein,2012,6.3
Liechtenstein,2013,6.43
Liechtenstein,2014,6.51
Liechtenstein,2015,6.46
Liechtenstein,2016,6.56
Liechtenstein,2017,6.63
Liechtenstein,2018,6.79
Liechtenstein,2019,6.89
Liechtenstein,2020,8.3
Liechtenstein,2021,7.68
Liechtenstein,2022,7.47
Liechtenstein,2023,7.58
Lithuania,1990,10.77
Lithuania,1991,11.09
Lithuania,1992,11.26
Lithuania,1993,12.58
Lithuania,1994,12.74
Lithuania,1995,12.54
Lithuania,1996,11.96
Lithuania,1997,11.55
Lithuania,1998,11.53
Lithuania,1999,11.36
Lithuania,2000,11.15
Lithuania,2001,11.62
Lithuania,2002,11.92
Lithuania,2003,11.97
Lithuania,2004,12.25
Lithuania,2005,13.18
Lithuania,2006,13.67
Lithuania,2007,14.08
Lithuania,2008,13.69
Lithuania,2009,13.3
Lithuania,2010,13.6
Lithuania,2011,13.58
Lithuania,2012,13.71
Lithuania,2013,14.02
Lithuania,2014,13.74
Lithuania,2015,14.39
Lithuania,2016,14.35
Lithuania,2017,14.18
Lithuania,2018,14.13
Lithuania,2019,13.7
Lithuania,2020,15.58
Lithuania,2021,16.71
Lithuania,2022,15.88
Lithuania,2023,14.34
Luxembourg,1990,10.08
Luxembourg,1991,9.89
Luxembourg,1992,10.45
Luxembourg,1993,10.04
Luxembourg,1994,9.65
Luxembourg,1995,9.56
Luxembourg,1996,9.61
Luxembourg,1997,9.6
Luxembourg,1998,9.42
Luxembourg,1999,9.09
Luxembourg,2000,8.88
Luxembourg,2001,8.62
Luxembourg,2002,8.59
Luxembourg,2003,9.22
Luxembourg,2004,8.04
Luxembourg,2005,8.02
Luxembourg,2006,8.16
Luxembourg,2007,8.21
Luxembourg,2008,7.53
Luxembourg,2009,7.57
Luxembourg,2010,7.6
Luxembourg,2011,7.54
Luxembourg,2012,7.51
Luxembourg,2013,7.2
Luxembourg,2014,7.07
Luxembourg,2015,7.19
Luxembourg,2016,6.98
Luxembourg,2017,7.35
Luxembourg,2018,7.25
Luxembourg,2019,7.11
Luxembourg,2020,7.48
Luxembourg,2021,7.17
Luxembourg,2022,6.96
Luxembourg,2023,6.98
Malta,1990,7.54
Malta,1991,7.41
Malta,1992,7.43
Malta,1993,7.45
Malta,1994,7.5
Malta,1995,7.48
Malta,1996,8.22
Malta,1997,7.7
Malta,1998,7.43
Malta,1999,7.54
Malta,2000,7.87
Malta,2001,7.17
Malta,2002,7.68
Malta,2003,7.62
Malta,2004,7.48
Malta,2005,7.39
Malta,2006,7.59
Malta,2007,7.48
Malta,2008,7.62
Malta,2009,7.45
Malta,2010,6.89
Malta,2011,7.5
Malta,2012,7.58
Malta,2013,7.29
Malta,2014,7
Malta,2015,6.96
Malta,2016,6.88
Malta,2017,6.75
Malta,2018,6.94
Malta,2019,6.99
Malta,2020,7.58
Malta,2021,7.65
Malta,2022,7.79
Malta,2023,7.37
Moldova,1990,9.9
Moldova,1991,10.3
Moldova,1992,10.97
Moldova,1993,11.31
Moldova,1994,11.71
Moldova,1995,11.92
Moldova,1996,12.03
Moldova,1997,12
Moldova,1998,11.88
Moldova,1999,11.79
Moldova,2000,11.82
Moldova,2001,11.93
Moldova,2002,12.11
Moldova,2003,12.28
Moldova,2004,12.39
Moldova,2005,12.43
Moldova,2006,12.46
Moldova,2007,12.48
Moldova,2008,12.44
Moldova,2009,12.34
Moldova,2010,12.18
Moldova,2011,12.19
Moldova,2012,12.3
Moldova,2013,12.56
Moldova,2014,12.76
Moldova,2015,13.09
Moldova,2016,13.25
Moldova,2017,13.25
Moldova,2018,13.63
Moldova,2019,13.92
Moldova,2020,14.76
Moldova,2021,16.7
Moldova,2022,13.07
Moldova,2023,13.61
Monaco,1990,12.69
Monaco,1991,12.51
Monaco,1992,12.2
Monaco,1993,11.94
Monaco,1994,11.73
Monaco,1995,11.57
Monaco,1996,11.45
Monaco,1997,11.34
Monaco,1998,11.24
Monaco,1999,11.19
Monaco,2000,11.11
Monaco,2001,10.95
Monaco,2002,10.53
Monaco,2003,10.18
Monaco,2004,9.88
Monaco,2005,9.92
Monaco,2006,10.27
Monaco,2007,10.74
Monaco,2008,10.91
Monaco,2009,11.1
Monaco,2010,11.88
Monaco,2011,12.87
Monaco,2012,14.42
Monaco,2013,16.24
Monaco,2014,18.03
Monaco,2015,19.5
Monaco,2016,20.84
Monaco,2017,21.07
Monaco,2018,21.27
Monaco,2019,22.36
Monaco,2020,21.44
Monaco,2021,24.39
Monaco,2022,23.5
Monaco,2023,20.97
Montenegro,1990,7.26
Montenegro,1991,7.36
Montenegro,1992,7.55
Montenegro,1993,7.64
Montenegro,1994,7.84
Montenegro,1995,8.01
Montenegro,1996,8.2
Montenegro,1997,8.39
Montenegro,1998,8.57
Montenegro,1999,8.81
Montenegro,2000,8.85
Montenegro,2001,8.92
Montenegro,2002,8.87
Montenegro,2003,9.05
Montenegro,2004,9.18
Montenegro,2005,9.42
Montenegro,2006,9.5
Montenegro,2007,9.77
Montenegro,2008,9.74
Montenegro,2009,9.71
Montenegro,2010,9.7
Montenegro,2011,9.76
Montenegro,2012,9.77
Montenegro,2013,9.96
Montenegro,2014,10.13
Montenegro,2015,10.39
Montenegro,2016,10.63
Montenegro,2017,10.8
Montenegro,2018,10.91
Montenegro,2019,11.25
Montenegro,2020,12.37
Montenegro,2021,15.13
Montenegro,2022,11.93
Montenegro,2023,11.38
Netherlands,1990,8.58
Netherlands,1991,8.57
Netherlands,1992,8.51
Netherlands,1993,8.96
Netherlands,1994,8.62
Netherlands,1995,8.72
Netherlands,1996,8.81
Netherlands,1997,8.65
Netherlands,1998,8.69
Netherlands,1999,8.82
Netherlands,2000,8.76
Netherlands,2001,8.68
Netherlands,2002,8.75
Netherlands,2003,8.67
Netherlands,2004,8.31
Netherlands,2005,8.29
Netherlands,2006,8.21
Netherlands,2007,8.04
Netherlands,2008,8.14
Netherlands,2009,8.04
Netherlands,2010,8.11
Netherlands,2011,8.05
Netherlands,2012,8.32
Netherlands,2013,8.31
Netherlands,2014,8.18
Netherlands,2015,8.6
Netherlands,2016,8.66
Netherlands,2017,8.67
Netherlands,2018,8.81
Netherlands,2019,8.67
Netherlands,2020,9.56
Netherlands,2021,9.64
Netherlands,2022,9.32
Netherlands,2023,9.19
New Zealand,1990,7.78
New Zealand,1991,7.51
New Zealand,1992,7.66
New Zealand,1993,7.56
New Zealand,1994,7.43
New Zealand,1995,7.56
New Zealand,1996,7.62
New Zealand,1997,7.34
New Zealand,1998,6.94
New Zealand,1999,7.38
New Zealand,2000,6.96
New Zealand,2001,7.22
New Zealand,2002,7.17
New Zealand,2003,7.04
New Zealand,2004,7.03
New Zealand,2005,6.63
New Zealand,2006,6.84
New Zealand,2007,6.83
New Zealand,2008,6.93
New Zealand,2009,6.82
New Zealand,2010,6.63
New Zealand,2011,6.97
New Zealand,2012,6.91
New Zealand,2013,6.69
New Zealand,2014,6.94
New Zealand,2015,6.91
New Zealand,2016,6.66
New Zealand,2017,6.99
New Zealand,2018,6.86
New Zealand,2019,6.89
New Zealand,2020,6.46
New Zealand,2021,6.87
New Zealand,2022,8.01
New Zealand,2023,7.29
North Macedonia,1990,7.29
North Macedonia,1991,7.29
North Macedonia,1992,7.74
North Macedonia,1993,7.81
North Macedonia,1994,8.14
North Macedonia,1995,8.06
North Macedonia,1996,8.71
North Macedonia,1997,8.78
North Macedonia,1998,8.73
North Macedonia,1999,8.59
North Macedonia,2000,8.75
North Macedonia,2001,8.5
North Macedonia,2002,8.94
North Macedonia,2003,8.87
North Macedonia,2004,8.72
North Macedonia,2005,8.91
North Macedonia,2006,8.95
North Macedonia,2007,9.34
North Macedonia,2008,9.05
North Macedonia,2009,9.09
North Macedonia,2010,9.16
North Macedonia,2011,9.43
North Macedonia,2012,9.69
North Macedonia,2013,9.27
North Macedonia,2014,9.58
North Macedonia,2015,9.98
North Macedonia,2016,10.12
North Macedonia,2017,10.19
North Macedonia,2018,9.87
North Macedonia,2019,10.36
North Macedonia,2020,13.32
North Macedonia,2021,14.79
North Macedonia,2022,11.75
North Macedonia,2023,10.84
Norway,1990,10.87
Norway,1991,10.56
Norway,1992,10.43
Norway,1993,10.81
Norway,1994,10.17
Norway,1995,10.36
Norway,1996,9.99
Norway,1997,10.12
Norway,1998,9.96
Norway,1999,10.11
Norway,2000,9.81
Norway,2001,9.74
Norway,2002,9.8
Norway,2003,9.3
Norway,2004,8.98
Norway,2005,8.91
Norway,2006,8.84
Norway,2007,8.88
Norway,2008,8.73
Norway,2009,8.57
Norway,2010,8.48
Norway,2011,8.35
Norway,2012,8.35
Norway,2013,8.1
Norway,2014,7.87
Norway,2015,7.85
Norway,2016,7.76
Norway,2017,7.72
Norway,2018,7.68
Norway,2019,7.59
Norway,2020,7.55
Norway,2021,7.75
Norway,2022,8.36
Norway,2023,8
Poland,1990,10.35
Poland,1991,10.42
Poland,1992,10.39
Poland,1993,10.22
Poland,1994,10.12
Poland,1995,10.07
Poland,1996,10.01
Poland,1997,9.91
Poland,1998,9.88
Poland,1999,9.79
Poland,2000,9.71
Poland,2001,9.51
Poland,2002,9.48
Poland,2003,9.45
Poland,2004,9.49
Poland,2005,9.58
Poland,2006,9.71
Poland,2007,9.85
Poland,2008,10.03
Poland,2009,10.11
Poland,2010,9.96
Poland,2011,9.94
Poland,2012,10
Poland,2013,10
Poland,2014,10.06
Poland,2015,10.04
Poland,2016,10.25
Poland,2017,10.43
Poland,2018,10.69
Poland,2019,10.56
Poland,2020,12.04
Poland,2021,13.21
Poland,2022,10.98
Poland,2023,10.64
Portugal,1990,10.01
Portugal,1991,10.16
Portugal,1992,9.86
Portugal,1993,10.34
Portugal,1994,9.67
Portugal,1995,10.05
Portugal,1996,10.34
Portugal,1997,10.1
Portugal,1998,10.19
Portugal,1999,10.3
Portugal,2000,10
Portugal,2001,9.91
Portugal,2002,9.98
Portugal,2003,10.15
Portugal,2004,9.5
Portugal,2005,9.98
Portugal,2006,9.43
Portugal,2007,9.57
Portugal,2008,9.61
Portugal,2009,9.61
Portugal,2010,9.73
Portugal,2011,9.51
Portugal,2012,9.99
Portugal,2013,9.94
Portugal,2014,9.86
Portugal,2015,10.28
Portugal,2016,10.49
Portugal,2017,10.44
Portugal,2018,10.78
Portugal,2019,10.62
Portugal,2020,11.7
Portugal,2021,11.81
Portugal,2022,12.05
Portugal,2023,11.11
Republic of Kazakhstan,1990,9.27
Republic of Kazakhstan,1991,9.37
Republic of Kazakhstan,1992,9.56
Republic of Kazakhstan,1993,9.78
Republic of Kazakhstan,1994,10.08
Republic of Kazakhstan,1995,10.31
Republic of Kazakhstan,1996,10.52
Republic of Kazakhstan,1997,10.7
Republic of Kazakhstan,1998,10.81
Republic of Kazakhstan,1999,10.69
Republic of Kazakhstan,2000,10.62
Republic of Kazakhstan,2001,10.53
Republic of Kazakhstan,2002,10.45
Republic of Kazakhstan,2003,10.4
Republic of Kazakhstan,2004,10.35
Republic of Kazakhstan,2005,10.25
Republic of Kazakhstan,2006,10.12
Republic of Kazakhstan,2007,9.94
Republic of Kazakhstan,2008,9.68
Republic of Kazakhstan,2009,9.29
Republic of Kazakhstan,2010,8.93
Republic of Kazakhstan,2011,8.55
Republic of Kazakhstan,2012,8.2
Republic of Kazakhstan,2013,7.88
Republic of Kazakhstan,2014,7.62
Republic of Kazakhstan,2015,7.39
Republic of Kazakhstan,2016,7.21
Republic of Kazakhstan,2017,7.06
Republic of Kazakhstan,2018,6.97
Republic of Kazakhstan,2019,6.91
Republic of Kazakhstan,2020,8.59
Republic of Kazakhstan,2021,9.65
Republic of Kazakhstan,2022,6.99
Republic of Kazakhstan,2023,6.71
Republic of Tajikistan,1990,10.04
Republic of Tajikistan,1991,9.83
Republic of Tajikistan,1992,11.68
Republic of Tajikistan,1993,12.15
Republic of Tajikistan,1994,10.02
Republic of Tajikistan,1995,9.31
Republic of Tajikistan,1996,9.15
Republic of Tajikistan,1997,8.52
Republic of Tajikistan,1998,8.28
Republic of Tajikistan,1999,7.82
Republic of Tajikistan,2000,7.38
Republic of Tajikistan,2001,7.06
Republic of Tajikistan,2002,6.76
Republic of Tajikistan,2003,6.37
Republic of Tajikistan,2004,6.15
Republic of Tajikistan,2005,6.14
Republic of Tajikistan,2006,5.98
Republic of Tajikistan,2007,5.85
Republic of Tajikistan,2008,5.72
Republic of Tajikistan,2009,5.66
Republic of Tajikistan,2010,5.67
Republic of Tajikistan,2011,5.57
Republic of Tajikistan,2012,5.42
Republic of Tajikistan,2013,5.29
Republic of Tajikistan,2014,5.26
Republic of Tajikistan,2015,5.28
Republic of Tajikistan,2016,5.16
Republic of Tajikistan,2017,4.95
Republic of Tajikistan,2018,4.9
Republic of Tajikistan,2019,4.84
Republic of Tajikistan,2020,5.85
Republic of Tajikistan,2021,5.39
Republic of Tajikistan,2022,4.62
Republic of Tajikistan,2023,4.58
Republic of Turkmenistan,1990,8.06
Republic of Turkmenistan,1991,7.95
Republic of Turkmenistan,1992,7.88
Republic of Turkmenistan,1993,7.83
Republic of Turkmenistan,1994,7.76
Republic of Turkmenistan,1995,7.69
Republic of Turkmenistan,1996,7.59
Republic of Turkmenistan,1997,7.49
Republic of Turkmenistan,1998,7.34
Republic of Turkmenistan,1999,7.11
Republic of Turkmenistan,2000,6.94
Republic of Turkmenistan,2001,6.81
Republic of Turkmenistan,2002,6.72
Republic of Turkmenistan,2003,6.67
Republic of Turkmenistan,2004,6.66
Republic of Turkmenistan,2005,6.64
Republic of Turkmenistan,2006,6.6
Republic of Turkmenistan,2007,6.49
Republic of Turkmenistan,2008,6.33
Republic of Turkmenistan,2009,6.17
Republic of Turkmenistan,2010,6.07
Republic of Turkmenistan,2011,6.03
Republic of Turkmenistan,2012,6.05
Republic of Turkmenistan,2013,6.1
Republic of Turkmenistan,2014,6.12
Republic of Turkmenistan,2015,6.12
Republic of Turkmenistan,2016,6.1
Republic of Turkmenistan,2017,6.08
Republic of Turkmenistan,2018,6.04
Republic of Turkmenistan,2019,5.99
Republic of Turkmenistan,2020,6.28
Republic of Turkmenistan,2021,6.04
Republic of Turkmenistan,2022,5.79
Republic of Turkmenistan,2023,5.78
Republic of Uzbekistan,1990,7.3
Republic of Uzbekistan,1991,7.38
Republic of Uzbekistan,1992,7.46
Republic of Uzbekistan,1993,7.5
Republic of Uzbekistan,1994,7.52
Republic of Uzbekistan,1995,7.47
Republic of Uzbekistan,1996,7.38
Republic of Uzbekistan,1997,7.23
Republic of Uzbekistan,1998,7.13
Republic of Uzbekistan,1999,7.06
Republic of Uzbekistan,2000,7.01
Republic of Uzbekistan,2001,6.89
Republic of Uzbekistan,2002,6.76
Republic of Uzbekistan,2003,6.65
Republic of Uzbekistan,2004,6.62
Republic of Uzbekistan,2005,6.61
Republic of Uzbekistan,2006,6.56
Republic of Uzbekistan,2007,6.47
Republic of Uzbekistan,2008,6.36
Republic of Uzbekistan,2009,6.26
Republic of Uzbekistan,2010,6.2
Republic of Uzbekistan,2011,6.15
Republic of Uzbekistan,2012,6.13
Republic of Uzbekistan,2013,6.11
Republic of Uzbekistan,2014,6.08
Republic of Uzbekistan,2015,6.01
Republic of Uzbekistan,2016,5.96
Republic of Uzbekistan,2017,5.96
Republic of Uzbekistan,2018,5.93
Republic of Uzbekistan,2019,5.97
Republic of Uzbekistan,2020,6.47
Republic of Uzbekistan,2021,6.32
Republic of Uzbekistan,2022,6.05
Republic of Uzbekistan,2023,6.21
Romania,1990,10.94
Romania,1991,11.11
Romania,1992,11.6
Romania,1993,11.64
Romania,1994,11.78
Romania,1995,12.06
Romania,1996,12.86
Romania,1997,12.6
Romania,1998,12.21
Romania,1999,12.06
Romania,2000,11.63
Romania,2001,11.9
Romania,2002,12.81
Romania,2003,13.81
Romania,2004,14.07
Romania,2005,13.33
Romania,2006,12.72
Romania,2007,12.2
Romania,2008,11.72
Romania,2009,11.83
Romania,2010,12.38
Romania,2011,12.46
Romania,2012,12.95
Romania,2013,12.62
Romania,2014,13.01
Romania,2015,13.53
Romania,2016,13.33
Romania,2017,13.61
Romania,2018,13.75
Romania,2019,13.63
Romania,2020,15.53
Romania,2021,17.5
Romania,2022,13.99
Romania,2023,13.45
Russian Federation,1990,11.09
Russian Federation,1991,11.34
Russian Federation,1992,12.22
Russian Federation,1993,14.56
Russian Federation,1994,15.71
Russian Federation,1995,15.47
Russian Federation,1996,14.53
Russian Federation,1997,13.97
Russian Federation,1998,13.8
Russian Federation,1999,14.99
Russian Federation,2000,15.58
Russian Federation,2001,15.8
Russian Federation,2002,16.34
Russian Federation,2003,16.54
Russian Federation,2004,16.09
Russian Federation,2005,16.19
Russian Federation,2006,15.22
Russian Federation,2007,14.59
Russian Federation,2008,14.57
Russian Federation,2009,14.11
Russian Federation,2010,14.6
Russian Federation,2011,13.44
Russian Federation,2012,13.29
Russian Federation,2013,13.02
Russian Federation,2014,13.04
Russian Federation,2015,12.87
Russian Federation,2016,12.64
Russian Federation,2017,12.1
Russian Federation,2018,12.23
Russian Federation,2019,12.21
Russian Federation,2020,14.75
Russian Federation,2021,16.73
Russian Federation,2022,13.12
Russian Federation,2023,12.34
San Marino,1990,8.36
San Marino,1991,8.4
San Marino,1992,8.42
San Marino,1993,8.42
San Marino,1994,8.43
San Marino,1995,8.39
San Marino,1996,8.31
San Marino,1997,8.19
San Marino,1998,8.15
San Marino,1999,8.09
San Marino,2000,8
San Marino,2001,7.93
San Marino,2002,7.87
San Marino,2003,7.81
San Marino,2004,7.76
San Marino,2005,7.68
San Marino,2006,7.6
San Marino,2007,7.5
San Marino,2008,7.46
San Marino,2009,7.37
San Marino,2010,7.3
San Marino,2011,7.1
San Marino,2012,7.67
San Marino,2013,7.73
San Marino,2014,7.67
San Marino,2015,7.6
San Marino,2016,7.64
San Marino,2017,7.66
San Marino,2018,7.67
San Marino,2019,7.71
San Marino,2020,10.38
San Marino,2021,9.82
San Marino,2022,7.77
San Marino,2023,8.01
Serbia,1990,10.56
Serbia,1991,10.89
Serbia,1992,11.33
Serbia,1993,11.33
Serbia,1994,11.21
Serbia,1995,11.08
Serbia,1996,11.19
Serbia,1997,11.39
Serbia,1998,11.98
Serbia,1999,13.53
Serbia,2000,12.97
Serbia,2001,13.41
Serbia,2002,13.3
Serbia,2003,13.61
Serbia,2004,13.87
Serbia,2005,13.93
Serbia,2006,13.92
Serbia,2007,13.81
Serbia,2008,13.91
Serbia,2009,13.99
Serbia,2010,13.99
Serbia,2011,13.89
Serbia,2012,13.72
Serbia,2013,13.69
Serbia,2014,13.8
Serbia,2015,13.9
Serbia,2016,14.08
Serbia,2017,14.3
Serbia,2018,14.26
Serbia,2019,14.39
Serbia,2020,16.64
Serbia,2021,19.84
Serbia,2022,15.85
Serbia,2023,13.87
Slovakia,1990,10.49
Slovakia,1991,10.45
Slovakia,1992,10.18
Slovakia,1993,10
Slovakia,1994,9.72
Slovakia,1995,9.94
Slovakia,1996,9.64
Slovakia,1997,9.8
Slovakia,1998,9.98
Slovakia,1999,9.83
Slovakia,2000,9.88
Slovakia,2001,9.73
Slovakia,2002,9.62
Slovakia,2003,9.76
Slovakia,2004,9.68
Slovakia,2005,9.97
Slovakia,2006,9.91
Slovakia,2007,10
Slovakia,2008,9.84
Slovakia,2009,9.78
Slovakia,2010,9.83
Slovakia,2011,9.53
Slovakia,2012,9.62
Slovakia,2013,9.55
Slovakia,2014,9.41
Slovakia,2015,9.82
Slovakia,2016,9.55
Slovakia,2017,9.82
Slovakia,2018,9.88
Slovakia,2019,9.67
Slovakia,2020,10.95
Slovakia,2021,13.67
Slovakia,2022,10.67
Slovakia,2023,9.82
Slovenia,1990,7.75
Slovenia,1991,7.49
Slovenia,1992,7.29
Slovenia,1993,6.89
Slovenia,1994,6.82
Slovenia,1995,6.79
Slovenia,1996,6.71
Slovenia,1997,6.56
Slovenia,1998,6.59
Slovenia,1999,6.52
Slovenia,2000,6.55
Slovenia,2001,6.67
Slovenia,2002,6.68
Slovenia,2003,6.83
Slovenia,2004,6.93
Slovenia,2005,7.24
Slovenia,2006,7.5
Slovenia,2007,7.79
Slovenia,2008,7.59
Slovenia,2009,7.45
Slovenia,2010,7.22
Slovenia,2011,7.11
Slovenia,2012,7.04
Slovenia,2013,7.15
Slovenia,2014,7.24
Slovenia,2015,7.38
Slovenia,2016,7.45
Slovenia,2017,7.49
Slovenia,2018,7.44
Slovenia,2019,7.44
Slovenia,2020,8.57
Slovenia,2021,8.71
Slovenia,2022,7.46
Slovenia,2023,7.52
Spain,1990,8.45
Spain,1991,8.54
Spain,1992,8.34
Spain,1993,8.49
Spain,1994,8.39
Spain,1995,8.54
Spain,1996,8.63
Spain,1997,8.55
Spain,1998,8.77
Spain,1999,8.98
Spain,2000,8.68
Spain,2001,8.61
Spain,2002,8.7
Spain,2003,8.92
Spain,2004,8.48
Spain,2005,8.69
Spain,2006,8.2
Spain,2007,8.36
Spain,2008,8.26
Spain,2009,8.18
Spain,2010,8.09
Spain,2011,8.18
Spain,2012,8.52
Spain,2013,8.29
Spain,2014,8.44
Spain,2015,9.01
Spain,2016,8.76
Spain,2017,9.03
Spain,2018,9.07
Spain,2019,8.82
Spain,2020,10.39
Spain,2021,9.58
Spain,2022,10.07
Spain,2023,9.34
Sweden,1990,11.11
Sweden,1991,11.04
Sweden,1992,10.93
Sweden,1993,11.11
Sweden,1994,10.44
Sweden,1995,10.64
Sweden,1996,10.64
Sweden,1997,10.55
Sweden,1998,10.55
Sweden,1999,10.7
Sweden,2000,10.53
Sweden,2001,10.55
Sweden,2002,10.65
Sweden,2003,10.37
Sweden,2004,10.07
Sweden,2005,10.18
Sweden,2006,10.04
Sweden,2007,10.03
Sweden,2008,9.92
Sweden,2009,9.7
Sweden,2010,9.67
Sweden,2011,9.52
Sweden,2012,9.65
Sweden,2013,9.41
Sweden,2014,9.17
Sweden,2015,9.28
Sweden,2016,9.17
Sweden,2017,9.14
Sweden,2018,9.07
Sweden,2019,8.64
Sweden,2020,9.5
Sweden,2021,8.82
Sweden,2022,9.03
Sweden,2023,8.9
Switzerland,1990,9.53
Switzerland,1991,9.24
Switzerland,1992,9.09
Switzerland,1993,9.05
Switzerland,1994,8.9
Switzerland,1995,9.03
Switzerland,1996,8.9
Switzerland,1997,8.9
Switzerland,1998,8.84
Switzerland,1999,8.8
Switzerland,2000,8.73
Switzerland,2001,8.51
Switzerland,2002,8.51
Switzerland,2003,8.64
Switzerland,2004,8.19
Switzerland,2005,8.26
Switzerland,2006,8.1
Switzerland,2007,8.14
Switzerland,2008,8.05
Switzerland,2009,8.13
Switzerland,2010,8.04
Switzerland,2011,7.87
Switzerland,2012,8.05
Switzerland,2013,8.09
Switzerland,2014,7.83
Switzerland,2015,8.21
Switzerland,2016,7.78
Switzerland,2017,7.96
Switzerland,2018,7.94
Switzerland,2019,7.94
Switzerland,2020,8.85
Switzerland,2021,8.21
Switzerland,2022,8.71
Switzerland,2023,8.32
Türkiye,1990,6.81
Türkiye,1991,6.63
Türkiye,1992,6.52
Türkiye,1993,6.41
Türkiye,1994,6.31
Türkiye,1995,6.24
Türkiye,1996,6.12
Türkiye,1997,6.05
Türkiye,1998,5.95
Türkiye,1999,6.18
Türkiye,2000,5.82
Türkiye,2001,5.79
Türkiye,2002,5.77
Türkiye,2003,5.77
Türkiye,2004,5.79
Türkiye,2005,5.83
Türkiye,2006,5.88
Türkiye,2007,5.91
Türkiye,2008,5.97
Türkiye,2009,5.97
Türkiye,2010,5.97
Türkiye,2011,6.2
Türkiye,2012,5.92
Türkiye,2013,5.7
Türkiye,2014,5.66
Türkiye,2015,5.71
Türkiye,2016,5.79
Türkiye,2017,5.65
Türkiye,2018,5.55
Türkiye,2019,5.52
Türkiye,2020,6.58
Türkiye,2021,7.39
Türkiye,2022,6.38
Türkiye,2023,6.32
Ukraine,1990,12.16
Ukraine,1991,12.8
Ukraine,1992,13.51
Ukraine,1993,14.13
Ukraine,1994,14.82
Ukraine,1995,15.15
Ukraine,1996,15.2
Ukraine,1997,14.86
Ukraine,1998,14.72
Ukraine,1999,14.86
Ukraine,2000,15.17
Ukraine,2001,15.41
Ukraine,2002,15.6
Ukraine,2003,15.82
Ukraine,2004,16.13
Ukraine,2005,16.22
Ukraine,2006,16.15
Ukraine,2007,16.21
Ukraine,2008,15.91
Ukraine,2009,15.45
Ukraine,2010,14.8
Ukraine,2011,14.47
Ukraine,2012,14.24
Ukraine,2013,13.98
Ukraine,2014,13.68
Ukraine,2015,13.02
Ukraine,2016,12.59
Ukraine,2017,12.27
Ukraine,2018,13.16
Ukraine,2019,13.08
Ukraine,2020,14.44
Ukraine,2021,17.13
Ukraine,2022,14.19
Ukraine,2023,13.13
United Kingdom,1990,11.3
United Kingdom,1991,11.35
United Kingdom,1992,11.11
United Kingdom,1993,11.51
United Kingdom,1994,10.94
United Kingdom,1995,11.23
United Kingdom,1996,11.03
United Kingdom,1997,10.9
United Kingdom,1998,10.86
United Kingdom,1999,10.89
United Kingdom,2000,10.45
United Kingdom,2001,10.29
United Kingdom,2002,10.33
United Kingdom,2003,10.36
United Kingdom,2004,9.84
United Kingdom,2005,9.75
United Kingdom,2006,9.5
United Kingdom,2007,9.45
United Kingdom,2008,9.46
United Kingdom,2009,9.06
United Kingdom,2010,9.01
United Kingdom,2011,8.77
United Kingdom,2012,8.97
United Kingdom,2013,9.02
United Kingdom,2014,8.86
United Kingdom,2015,9.27
United Kingdom,2016,9.1
United Kingdom,2017,9.17
United Kingdom,2018,9.25
United Kingdom,2019,9.02
United Kingdom,2020,10.27
United Kingdom,2021,9.78
United Kingdom,2022,9.51
United Kingdom,2023,9.52
United States,1990,8.6
United States,1991,8.57
United States,1992,8.49
United States,1993,8.74
United States,1994,8.68
United States,1995,8.71
United States,1996,8.63
United States,1997,8.55
United States,1998,8.54
United States,1999,8.65
United States,2000,8.61
United States,2001,8.56
United States,2002,8.57
United States,2003,8.51
United States,2004,8.27
United States,2005,8.36
United States,2006,8.21
United States,2007,8.12
United States,2008,8.2
United States,2009,8.02
United States,2010,8.04
United States,2011,8.13
United States,2012,8.1
United States,2013,8.16
United States,2014,8.14
United States,2015,8.3
United States,2016,8.3
United States,2017,8.42
United States,2018,8.41
United States,2019,8.41
United States,2020,9.97
United States,2021,10.27
United States,2022,9.33
United States,2023,8.66
Uruguay,1990,9.65
Uruguay,1991,9.66
