"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:CPI(3.0.1)","LAO.CPI._T.IX.A","OBS_VALUE","Lao People's Democratic Republic","Consumer price index (CPI)","All Items","85.25949339238595","88.88739292678615","94.5507884373874","98.4550203153751","99.71263972241692","101.3049631067004","102.1412139055509","104.2252957460073","107.6882424947426","113.1847286052132","117.4355173245788","144.3942759911432","189.4888021216911","233.3186413697763"
"IMF.STA:CPI(3.0.1)","MAC.CPI._T.IX.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Consumer price index (CPI)","All Items","74.75916666666664","79.325","83.68833333333332","88.75000000000001","92.7975","94.99583333333335","96.16250000000002","99.05166666666665","101.7775","102.6033333333334","102.6304763933333","103.7029936325","104.1970186158333",""
"IMF.STA:CPI(3.0.1)","MYS.CPI._T.IX.A","OBS_VALUE","Malaysia","Consumer price index (CPI)","All Items","103.1916666666667","104.9083333333334","107.1166666666667","110.4833333333333","112.8083333333334","115.1666666666667","119.625","120.6833333333333","121.4833333333333","120.1","123.075","127.2333333333333","130.4","132.7916666666667"
"IMF.STA:CPI(3.0.1)","NPL.CPI._T.IX.A","OBS_VALUE","Nepal","Consumer price index (CPI)","All Items","74.32376820458062","81.35465531558113","88.7092488611534","96.12902766608822","103.6933333333333","112.8083333333333","116.9","121.6475","128.4216666666667","134.91","140.5083333333333","151.2583333333333","162.02",""
"IMF.STA:CPI(3.0.1)","PAK.CPI._T.IX.A","OBS_VALUE","Pakistan","Consumer price index (CPI)","All Items","75.66837287879832","82.9948509880817","89.37894449681278","95.80474005728195","98.22795633818168","101.9263559462496","106.0904284653932","111.4777611688545","123.2702820723436","135.2767990885931","148.1229687705643","177.5607201595315","232.1928299325963","261.5246631343185"
"IMF.STA:CPI(3.0.1)","PLW.CPI._T.IX.A","OBS_VALUE","Palau, Republic of","Consumer price index (CPI)","All Items","89.10197206244862","92.32227814297453","95.4195152013147","99.41925842235005","100.3627875924404","99.31670090386196","100.725","102.85","103.125","103.35","106.05","119.15","134.425","137.425"
"IMF.STA:CPI(3.0.1)","PHL.CPI._T.IX.A","OBS_VALUE","Philippines","Consumer price index (CPI)","All Items","82.7062402633788","85.20972830850133","87.41042944785278","90.55530236634532","91.16581945661702","92.30876424189309","94.94250657318145","99.98333333333332","102.375","104.825","108.9416666666667","115.2833333333334","122.175","126.1"
"IMF.STA:CPI(3.0.1)","SGP.CPI._T.IX.A","OBS_VALUE","Singapore","Consumer price index (CPI)","All Items","91.99516666666668","96.20449999999998","98.47358333333332","99.48308333333333","98.96316666666665","98.43641666666667","99.00366666666665","99.43791666666668","100.0","99.81808333333335","102.11875","108.3695","113.5945","116.2826666666666"
"IMF.STA:CPI(3.0.1)","THA.CPI._T.IX.A","OBS_VALUE","Thailand","Consumer price index (CPI)","All Items","91.64854993973395","94.4116616166944","96.47444896867616","98.3027765957196","97.417633855643","97.60092484582282","98.25058772959142","99.29587331728028","99.99762565393831","99.15170859205658","100.3716666666667","106.4716666666667","107.7791666666667",""
"IMF.STA:CPI(3.0.1)","VNM.CPI._T.IX.A","OBS_VALUE","Vietnam","Consumer price index (CPI)","All Items","72.4122078627744","78.99788339007875","84.20595690847432","87.64539508233425","88.19861360943878","90.5519715027653","93.73963351691641","97.05766788768464","99.77122914442795","102.9847949518454","104.8742729970104","108.1846372893448","111.703767595296","115.7486646127206"
"IMF.STA:CPI(3.0.1)","DJI.CPI._T.IX.A","OBS_VALUE","Djibouti","Consumer price index (CPI)","All Items","80.65888484734847","83.6684368274718","85.93253186062782","87.08563038064298","86.34767568903261","88.71223087727932","89.21621581022931","89.34822980299192","92.31392425077046","93.95471917602605","95.06518668212271","99.98938128309803","101.4842906911929",""
"IMF.STA:CPI(3.0.1)","DZA.CPI._T.IX.A","OBS_VALUE","Algeria","Consumer price index (CPI)","All Items","142.3933333333333","155.0541666666667","160.1","164.77","172.6533333333333","183.6991666666667","193.97","202.2525","206.2","211.18","226.44","247.4208333333334","270.4858333333332","281.43"
"IMF.STA:CPI(3.0.1)","AGO.CPI._T.IX.A","OBS_VALUE","Angola","Consumer price index (CPI)","All Items","22.10337725274796","24.37514135131072","26.51474599286455","28.44512219371382","31.1064399057095","40.65437968718775","52.7874678620376","63.14908718469092","73.93555380870768","90.4021396927385","113.6845733308229","137.9622438010399","156.7859527587714","201.063081738323"
"IMF.STA:CPI(3.0.1)","BWA.CPI._T.IX.A","OBS_VALUE","Botswana","Consumer price index (CPI)","All Items","73.43342644320298","78.96803227808812","83.61499068901306","87.29593420235878","89.96896337678459","92.50155183116075","95.56176288019861","98.6560676598386","101.3916666666666","103.3083333333334","110.7888666666667","123.7130166666667","129.9823166666666","133.645675"
"IMF.STA:CPI(3.0.1)","CMR.CPI._T.IX.A","OBS_VALUE","Cameroon","Consumer price index (CPI)","All Items","77.93464666434966","80.06639054139742","81.7080295220047","83.2236305389848","85.45089072922762","86.19789419841717","86.74991339986941","87.67714688737648","89.82769382307097","92.01734161214178","94.10784460391298","99.98739889200363","107.3692824184679",""
"IMF.STA:CPI(3.0.1)","BDI.CPI._T.IX.A","OBS_VALUE","Burundi","Consumer price index (CPI)","All Items","66.71770921293329","78.83434261058308","85.09217967565326","88.8407900057283","93.76673543904025","98.9779995559317","114.8664778768896","111.6333333333334","110.8666666666666","118.9833333333333","128.9833333333333","153.2333333333334","194.5166666666667","233.8333333333334"
"IMF.STA:CPI(3.0.1)","CPV.CPI._T.IX.A","OBS_VALUE","Cabo Verde","Consumer price index (CPI)","All Items","95.59142574936978","98.01982692764942","99.49653762868542","99.25896164180575","99.38917748743614","97.98996037584821","98.75860856958455","99.99999999999999","101.1066667429606","101.7191666920978","103.6133331807454","111.8308333333334","115.9958331298828",""
"IMF.STA:CPI(3.0.1)","CAF.CPI._T.IX.A","OBS_VALUE","Central African Republic","Consumer price index (CPI)","All Items","66.12599004788729","69.74856747825424","74.62315077251088","85.74101833108965","86.94393924290215","91.2436932979812","95.0583396605446","96.5908292138097","99.18465379581993","100.8808666941667","105.17775019","111.05","114.3583333333333",""
"IMF.STA:CPI(3.0.1)","TCD.CPI._T.IX.A","OBS_VALUE","Chad","Consumer price index (CPI)","All Items","78.41464726778115","84.30878118673922","84.49651286892365","85.91772151898748","89.67844900523198","88.9678006329114","87.60027689873415","91.34485759493673","90.45704113924052","94.4951740506329","93.7648734177215","99.19200949367088","109.9408095991561","119.725"
"IMF.STA:CPI(3.0.1)","COM.CPI._T.IX.A","OBS_VALUE","Comoros, Union of the","Consumer price index (CPI)","All Items","150.299094888664","159.790098721433","152.927316410847","","","","","","","","","","",""
"IMF.STA:CPI(3.0.1)","COD.CPI._T.IX.A","OBS_VALUE","Congo, Democratic Republic of the","Consumer price index (CPI)","All Items","","122.237083333333","123.225031679417","124.756766754782","125.685205358893","129.312293206219","","","","","","","",""
"IMF.STA:CPI(3.0.1)","BEN.CPI._T.IX.A","OBS_VALUE","Benin","Consumer price index (CPI)","All Items","93.79612118515205","100.1223717877404","100.55178551563","99.99999999999982","100.218785923536","99.42374012682151","99.4667556643303","100.3810249564281","101.1166666666666","104.1731415833334","105.9790242733091","107.4105662916597","110.3439753367995",""
"IMF.STA:CPI(3.0.1)","GNQ.CPI._T.IX.A","OBS_VALUE","Equatorial Guinea, Republic of","Consumer price index (CPI)","All Items","116.6833333333334","120.95","124.5166666666667","129.8833333333333","132.0609973731125","133.9256183032298","134.9225","136.3527784865066","138.4393513624258","145.0383333333333","144.8975","151.8333333333334","",""
"IMF.STA:CPI(3.0.1)","ETH.CPI._T.IX.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Consumer price index (CPI)","All Items","59.43412346304948","73.4608248431814","78.9439569190278","84.38321095742926","92.4577556591838","98.58597901731832","109.1219759967969","124.2168578478749","143.8550861691586","173.1387264796152","219.6083333333334","294.0333333333332","382.8867600477095",""
"IMF.STA:CPI(3.0.1)","GAB.CPI._T.IX.A","OBS_VALUE","Gabon","Consumer price index (CPI)","All Items","83.19740858027627","85.4041518597332","85.83581950925098","89.86191215878517","89.55746432386943","91.4441778082936","93.86920958093872","98.3271207865169","100.75045910959","102.1133721353","103.22325","107.5908816833496","111.4953712860741","112.8033457676566"
"IMF.STA:CPI(3.0.1)","GMB.CPI._T.IX.A","OBS_VALUE","Gambia, The","Consumer price index (CPI)","All Items","58.66622726710965","61.16207747921252","64.64778372207365","68.49303348215548","73.1563508077971","78.44467176963255","84.7470655448074","90.2733947728635","96.69695729048286","102.4323210645312","109.9819391702281","122.6442916271083","143.4621948751418",""
"IMF.STA:CPI(3.0.1)","GNB.CPI._T.IX.A","OBS_VALUE","Guinea-Bissau","Consumer price index (CPI)","All Items","97.55279783393505","99.63120487364623","100.8338786101083","99.31204873646212","100.7786101083033","102.2934341155235","104.0233333333333","104.42","104.6775","105.8708333333333","108.2449749088286","118.4133333333333","",""
"IMF.STA:CPI(3.0.1)","GHA.CPI._T.IX.A","OBS_VALUE","Ghana","Consumer price index (CPI)","All Items","32.74032333378522","36.40276752810535","40.64958439306718","46.94604893469848","54.99728200882418","64.59685668229078","72.58872911524504","78.2570125089161","83.84741178337433","92.1376481772255","101.3247747800771","132.9947401006158","183.675","225.6416666666667"
"IMF.STA:CPI(3.0.1)","GIN.CPI._T.IX.A","OBS_VALUE","Guinea","Consumer price index (CPI)","All Items","46.14987655423302","53.17679248695062","59.49823072774348","63.15767272095805","70.59769867445115","76.36742346711488","83.1750901199237","91.349219426788","99.99999999999994","110.6016203387166","124.5344252693584","137.6018735700468","148.3416666666667","160.3916666666667"
"IMF.STA:CPI(3.0.1)","CIV.CPI._T.IX.A","OBS_VALUE","Côte d'Ivoire","Consumer price index (CPI)","All Items","97.60507749971391","98.87834666664256","101.4305652556488","101.8856660223135","103.1607646718708","103.9068010985837","104.6194781728826","104.9954900260193","103.8333333333334","106.3512984866666","110.7031424625","116.5440254016667","121.6569482341666","125.8740320187308"
"IMF.STA:CPI(3.0.1)","KEN.CPI._T.IX.A","OBS_VALUE","Kenya","Consumer price index (CPI)","All Items","61.890303289275","67.69423360600182","71.5646470599412","76.48697440474523","81.52146507399658","86.65507515685889","93.59237690134425","97.98167824659689","103.115563451546","108.6891267851205","115.3277891278858","124.1617394101013","133.6866785432532","139.6889277192494"
"IMF.STA:CPI(3.0.1)","LSO.CPI._T.IX.A","OBS_VALUE","Lesotho, Kingdom of","Consumer price index (CPI)","All Items","55.91080886536578","59.29421602836532","62.17895019527618","65.51813989727358","67.6268052843615","72.08781081336838","75.294059923474","78.8718853339728","82.96303595681643","87.09301616387359","92.36018049509963","100.0000335068141","106.3422530631386","112.834922156919"
"IMF.STA:CPI(3.0.1)","LBR.CPI._T.IX.A","OBS_VALUE","Liberia","Consumer price index (CPI)","All Items","43.41054179618302","46.3762575620843","49.8903288879976","54.81007052374742","59.05713674627128","64.27439107171175","72.2570341641881","89.28333117242218","113.3597206960388","132.580682234045","142.9426498924011","153.7962636652232","169.3211560880059",""
"IMF.STA:CPI(3.0.1)","MDG.CPI._T.IX.A","OBS_VALUE","Madagascar, Republic of","Consumer price index (CPI)","All Items","73.98250576397275","78.2097509835711","82.76658694336355","87.79913320896883","94.29994937959358","99.99166666666667","108.6","117.9333333333334","124.55","129.7833333333334","137.3266666666666","148.5333333333333","163.2",""
"IMF.STA:CPI(3.0.1)","MLI.CPI._T.IX.A","OBS_VALUE","Mali","Consumer price index (CPI)","All Items","95.4660083539434","100.5477866244163","99.9377266474592","100.8209908136483","102.2835914260718","100.4428477690289","102.210498687664","102.5166666666667","100.8166666666667","101.2583333333334","105.2333333333334","115.3583333333334","117.7333333333334","121.5083333333333"
"IMF.STA:CPI(3.0.1)","MRT.CPI._T.IX.A","OBS_VALUE","Mauritania, Islamic Republic of","Consumer price index (CPI)","All Items","78.2849373396405","82.122799457788","85.51373339735741","88.53610390629568","91.41771227968007","92.76311631039322","94.85425345999398","97.76377485153628","100.0124322230829","102.3984237025562","106.0490963077718","116.1505551252259","121.9035505966551",""
"IMF.STA:CPI(3.0.1)","MUS.CPI._T.IX.A","OBS_VALUE","Mauritius","Consumer price index (CPI)","All Items","64.35819273753462","66.83737350930848","69.20561931715615","71.43244293807345","72.35145682382642","73.05881902679995","75.73788374829805","78.17365486044118","78.49077034883722","80.51646075581395","83.76008963178295","92.78419331395348","99.32824612403103","103.4033187984496"
"IMF.STA:CPI(3.0.1)","MAR.CPI._T.IX.A","OBS_VALUE","Morocco","Consumer price index (CPI)","All Items","92.43740374037405","93.62718627062708","95.3879903190319","95.809900990099","97.3025302530253","98.8937293729373","99.64004400440042","101.437467409461","101.7452145214522","102.463503850385","103.9","110.8166666666667","117.5666666666667","118.725"
"IMF.STA:CPI(3.0.1)","MOZ.CPI._T.IX.A","OBS_VALUE","Mozambique, Republic of","Consumer price index (CPI)","All Items","46.46695449814038","47.67623587881548","49.70788835283422","50.9802854077941","52.79047282352365","61.98553945677388","71.3535425866482","74.14441824339228","76.22246613661488","78.87800782666142","83.93288644537282","92.56068509327152","99.1574618143089",""
"IMF.STA:CPI(3.0.1)","ZWE.CPI._T.IX.A","OBS_VALUE","Zimbabwe","Consumer price index (CPI)","All Items","1.974773031026253","2.048339777247414","2.081829116945108","2.077711575178997","2.027203062848051","1.995909745425616","2.013752426412092","2.227590095465394","7.914738782816228","52.0158071201273","103.2753590692124","211.41","",""
"IMF.STA:CPI(3.0.1)","RWA.CPI._T.IX.A","OBS_VALUE","Rwanda","Consumer price index (CPI)","All Items","85.17458453890868","93.92288164583448","99.4871255063898","101.8295404532198","104.4043032774978","111.8946261220788","121.1589827824816","120.7819237178365","124.8255534190795","137.1213685132049","136.5847484963029","160.7455108831948","192.5563189022719","195.9651287853434"
"IMF.STA:CPI(3.0.1)","STP.CPI._T.IX.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Consumer price index (CPI)","All Items","73.36166666666668","81.16583333333332","87.745","93.88583333333335","98.81096993809459","104.1769190879969","110.1048943553988","118.7686039863678","127.9378314966494","140.5004666991592","151.9340720672863","179.2907666949566","217.406036322801",""
"IMF.STA:CPI(3.0.1)","SYC.CPI._T.IX.A","OBS_VALUE","Seychelles","Consumer price index (CPI)","All Items","88.25611043032835","94.5314469796019","98.6331083114117","100.0","104.0419441072562","102.9854169787764","105.9275","109.849908878749","111.835","113.18","124.2366666666666","127.4991666666667","126.1791666666667","126.5725"
"IMF.STA:CPI(3.0.1)","SLE.CPI._T.IX.A","OBS_VALUE","Sierra Leone","Consumer price index (CPI)","All Items","33.585","35.7975","37.775","39.5275","42.17166666666665","46.7625","55.28333333333335","64.14499999999998","73.64166666666668","83.54416666666668","93.46416666666666","118.8941666666667","175.538763882859","225.8020946886448"
"IMF.STA:CPI(3.0.1)","SOM.CPI._T.IX.A","OBS_VALUE","Somalia","Consumer price index (CPI)","All Items","","","","","100.9126149826323","100.9367671256228","104.9304245539246","109.4067048465265","114.5581814565651","119.2701081775134","124.7862318739955","133.2458352341088","141.3791666666666","149.2925"
"IMF.STA:CPI(3.0.1)","NAM.CPI._T.IX.A","OBS_VALUE","Namibia","Consumer price index (CPI)","All Items","91.4562946459742","97.60398473566396","103.0707107400752","108.585168643297","112.2705659719075","119.8247834535728","127.1889747687274","132.6474054307862","137.5850646830108","140.624844844955","145.7111123127991","154.5722147063996","163.6609598916732","170.5986121836634"
"IMF.STA:CPI(3.0.1)","SDN.CPI._T.IX.A","OBS_VALUE","Sudan","Consumer price index (CPI)","All Items","169.649250458786","229.974924833038","313.967160096078","429.841898339215","502.526317629177","591.726014576918","783.159002330597","1278.83997140833","1930.97228503467","5083.43481548078","23337.695470409","55732.3912087947","",""
"IMF.STA:CPI(3.0.1)","SSD.CPI._T.IX.A","OBS_VALUE","South Sudan, Republic of","Consumer price index (CPI)","All Items","109.2087008795245","158.9269424712381","158.8346202553795","161.4939868139638","246.7084375033822","1184.199477715744","3408.737502365402","6255.085453214728","11712.10733134767","15187.77397985823","16785.02901013693","15662.56025","16035.76841666667",""
"IMF.STA:CPI(3.0.1)","TZA.CPI._T.IX.A","OBS_VALUE","Tanzania, United Republic of","Consumer price index (CPI)","All Items","58.208952095603","67.5230211498909","72.83757154185308","77.30369051605003","81.62355179471882","85.84737984015352","90.4133582121815","93.5728154830209","96.81444035794928","99.99991681558132","103.6908333333333","108.2016666666666","112.3125","115.7458333333333"
"IMF.STA:CPI(3.0.1)","SWZ.CPI._T.IX.A","OBS_VALUE","Eswatini, Kingdom of","Consumer price index (CPI)","All Items","61.3201107560826","66.8019120921425","70.5570521414699","74.5656444173816","78.2575721113753","84.3986586830927","89.6494159789296","93.9660906492473","96.4073449097445","","","","",""
"IMF.STA:CPI(3.0.1)","TGO.CPI._T.IX.A","OBS_VALUE","Togo","Consumer price index (CPI)","All Items","95.14687526779288","97.5989831639064","99.3805498875071","99.57024258788232","102.14413725","103.4571475","102.44131225","103.3917170833333","104.0892521666667","105.8580248333333","110.2894694166667","119.0768640833333","125.6133333333333",""
"IMF.STA:CPI(3.0.1)","UGA.CPI._T.IX.A","OBS_VALUE","Uganda","Consumer price index (CPI)","All Items","70.8684505314094","79.85388810761393","83.77088801983008","86.34743482658195","91.17398535642455","96.3767149053951","101.3976690628622","104.0502441615251","107.0339765129368","110.5803577626452","113.0181814199879","121.1507311281086","127.6334438042508","131.8751890052014"
"IMF.STA:CPI(3.0.1)","ZMB.CPI._T.IX.A","OBS_VALUE","Zambia","Consumer price index (CPI)","All Items","115.13","122.7008333333334","131.2625","141.51","155.8175","183.6616666666667","195.7416666666666","210.4116666666667","229.665","265.7983333333332","324.3291666666668","359.9833333333332","399.1658333333332",""
"IMF.STA:CPI(3.0.1)","BFA.CPI._T.IX.A","OBS_VALUE","Burkina Faso","Consumer price index (CPI)","All Items","96.9442893520701","100.6457700650759","101.182955295671","100.9218126945204","101.6533333333333","102.1016666666667","103.6158333333334","105.6425","102.2266666666666","104.1530668004353","107.9583333333333","123.3858333333333","124.3024795566666","129.5121636166667"
"IMF.STA:CPI(3.0.1)","SLB.CPI._T.IX.A","OBS_VALUE","Solomon Islands","Consumer price index (CPI)","All Items","","","","99.5913612565445","99.01923947425831","99.52669884380458","100.0130726439791","103.475","105.1666666666667","108.2833333333333","108.1583333333333","114.12665","120.8439836666667",""
"IMF.STA:CPI(3.0.1)","FJI.CPI._T.IX.A","OBS_VALUE","Fiji, Republic of","Consumer price index (CPI)","All Items","93.475","96.675","99.49166666666667","100.0083333333334","101.3833333333333","105.3","108.825","113.2666666666666","115.275","112.2833333333333","112.4583333333333","117.5416666666666","120.0666666666666",""
"IMF.STA:CPI(3.0.1)","NRU.CPI._T.IX.A","OBS_VALUE","Nauru, Republic of","Consumer price index (CPI)","All Items","100.2","100.075","","","","","","","","","","","",""
"IMF.STA:CPI(3.0.1)","KIR.CPI._T.IX.A","OBS_VALUE","Kiribati","Consumer price index (CPI)","All Items","85.41955438372042","82.81779184369258","81.58541416843032","83.3019592154398","83.7784595369079","85.38475307541631","85.68831370823355","86.17162192519459","84.60926152286852","86.76954372263629","88.551457621815","93.28537817486102","101.9451286243008",""
"IMF.STA:CPI(3.0.1)","NCL.CPI._T.IX.A","OBS_VALUE","New Caledonia","Consumer price index (CPI)","All Items","101.733333333333","103.513333333333","104.835833333333","105.023333333333","105.6225","106.233333333333","","","","","","","",""
"IMF.STA:CPI(3.0.1)","PNG.CPI._T.IX.A","OBS_VALUE","Papua New Guinea","Consumer price index (CPI)","All Items","96.425","100.8","105.8","111.325","118.0","125.875","132.7","138.5049471876835","143.9463535260192","150.958950584046","157.7273312085198","166.01312523562","169.8292688009265","170.8523269753722"
"IMF.STA:CPI(3.0.1)","WSM.CPI._T.IX.A","OBS_VALUE","Samoa","Consumer price index (CPI)","All Items","96.92178429575316","98.90772991139627","99.51115184845705","99.10632447296058","99.82432019553924","101.1267467613224","102.8963604414065","107.2153928667809","108.2685981579212","106.5699586123058","109.9090135981652","121.9571102275048","131.6181218060804","134.4774666757872"
"IMF.STA:CPI(3.0.1)","FSM.CPI._T.IX.A","OBS_VALUE","Micronesia, Federated States of","Consumer price index (CPI)","All Items","94.5060489501374","99.2488383531947","100.988002915546","101.644712641004","101.341693654761","100.290305947522","100.87425","102.38575","104.3555","104.93425","108.283","114.13975","",""
"IMF.STA:CPI(3.0.1)","TON.CPI._T.IX.A","OBS_VALUE","Tonga","Consumer price index (CPI)","All Items","82.58468922161936","83.53238035614912","84.18028199186293","86.29394476905952","85.38440804117975","87.58575055648302","94.16962646076794","98.90833333333332","100.075","99.725","105.35","116.9083333333333","124.3333333333333","128.2916666666667"
"IMF.STA:CPI(3.0.1)","TUV.CPI._T.IX.A","OBS_VALUE","Tuvalu","Consumer price index (CPI)","All Items","1012.3725","","","","","","","","","","","","",""
"IMF.STA:CPI(3.0.1)","ARM.CPI._T.IX.A","OBS_VALUE","Armenia, Republic of","Consumer price index (CPI)","All Items","107.1885599948376","109.9304648803734","116.295073591944","119.7621887262112","124.2313437749925","122.4876232431082","123.675205998157","126.7921103666974","128.6222867826256","130.1804631836869","139.5337163507703","151.5907007208483","154.5928314208298","155.0094776190388"
"IMF.STA:CPI(3.0.1)","AZE.CPI._T.IX.A","OBS_VALUE","Azerbaijan, Republic of","Consumer price index (CPI)","All Items","107.8583333333334","109.0083333333333","111.6416666666667","113.175","117.7333333333333","132.3833333333334","149.5083333333334","152.9","156.891564325","161.221472575","171.9431827583333","195.7611977916667","212.9596617666667","217.6706955396022"
"IMF.STA:CPI(3.0.1)","BLR.CPI._T.IX.A","OBS_VALUE","Belarus, Republic of","Consumer price index (CPI)","All Items","21.03592625850307","33.4933462588345","39.62673525604225","46.8069230889508","53.14200130372385","59.4321972083623","63.01705061912642","66.08743176628748","69.78710926017747","73.65899827847075","80.627348630734","92.89050653956981","97.53558830939782","103.1783333333333"
"IMF.STA:CPI(3.0.1)","GEO.CPI._T.IX.A","OBS_VALUE","Georgia","Consumer price index (CPI)","All Items","108.5429333333333","107.5186583333333","106.9681","110.25075","114.664725","117.1127333333333","124.1808583333333","127.4284916666667","133.6124666666666","140.5636083333334","154.0112083333334","172.3357166666667","176.6230166666667","178.5830333333333"
"IMF.STA:CPI(3.0.1)","KAZ.CPI._T.IX.A","OBS_VALUE","Kazakhstan, Republic of","Consumer price index (CPI)","All Items","36.16000058909178","38.03875984212995","40.29934198929848","43.05962517650952","45.93527003438458","52.5320774527893","56.4418630564284","59.9207489902672","63.1166586828286","67.35693335906262","72.77342185082583","83.70971303789013","96.03595992851776","100.7"
"IMF.STA:CPI(3.0.1)","KGZ.CPI._T.IX.A","OBS_VALUE","Kyrgyz Republic","Consumer price index (CPI)","All Items","194.9115496723776","200.307563588584","213.5554091288094","229.6452017703146","244.5797604086441","245.530780183569","253.3271432654015","257.2351234529832","260.1511988889038","276.606862562933","309.5370196917942","352.6335782473198","390.5532438582232",""
"IMF.STA:CPI(3.0.1)","BGR.CPI._T.IX.A","OBS_VALUE","Bulgaria","Consumer price index (CPI)","All Items","6403.714366867462","6592.916481465262","6651.599605224578","6557.267697006255","6550.406613981828","6498.091798997008","6632.05621223579","6818.718401394942","7030.352972393032","7147.931475737542","7383.651982334635","8515.215766854391","9319.294086661663","9547.292427236345"
"IMF.STA:CPI(3.0.1)","MDA.CPI._T.IX.A","OBS_VALUE","Moldova, Republic of","Consumer price index (CPI)","All Items","37.79506023333588","39.513350010434","41.33012602234105","43.4333275016165","47.63604065443132","50.66536366566572","53.9941945759451","55.63834694326938","58.3300097193128","60.52670109939648","63.61744339781778","81.89937748130617","92.8878255067365","97.23287197989005"
"IMF.STA:CPI(3.0.1)","RUS.CPI._T.IX.A","OBS_VALUE","Russian Federation","Consumer price index (CPI)","All Items","108.4404666666667","113.9435416666667","121.6389583333333","131.155275","151.5294666666667","162.20085","168.1752416666667","173.015825","180.7502666666667","186.862625","199.3720666666666","","",""
"IMF.STA:CPI(3.0.1)","CHN.CPI._T.IX.A","OBS_VALUE","China, People's Republic of","Consumer price index (CPI)","All Items","82.34103083333335","84.49797416666665","86.71270833333332","88.37901583333336","89.64904333333335","91.44202583333335","92.89882166666668","94.8262775","97.57551333333335","99.93627666666669","100.9166666666667","102.9083333333333","103.15","103.375"
"IMF.STA:CPI(3.0.1)","TJK.CPI._T.IX.A","OBS_VALUE","Tajikistan, Republic of","Consumer price index (CPI)","All Items","396.601177323694","419.727650372301","440.754521723324","467.660062621743","494.384775141618","524.070508542698","","","","","","","",""
"IMF.STA:CPI(3.0.1)","UKR.CPI._T.IX.A","OBS_VALUE","Ukraine","Consumer price index (CPI)","All Items","104.0333333333334","104.625","104.375","116.975","173.9416666666667","198.1416666666667","226.75","251.5833333333332","271.425","278.8416666666668","304.95","366.5","413.5916666666668","440.4833333333332"
"IMF.STA:CPI(3.0.1)","CZE.CPI._T.IX.A","OBS_VALUE","Czech Republic","Consumer price index (CPI)","All Items","94.8","97.91666666666664","99.325","99.66666666666664","99.975","100.6583333333333","103.125","105.3416666666667","108.3416666666667","111.7666666666667","116.0583333333333","133.5833333333334","147.825","151.425"
"IMF.STA:CPI(3.0.1)","SVK.CPI._T.IX.A","OBS_VALUE","Slovak Republic","Consumer price index (CPI)","All Items","156.2166666666666","161.85","164.1166666666666","163.9916666666666","163.4583333333333","162.6083333333334","164.7416666666667","168.8833333333334","173.3833333333333","176.7416666666666","182.3083333333334","205.5966666666667","227.25","233.5166666666666"
"IMF.STA:CPI(3.0.1)","EST.CPI._T.IX.A","OBS_VALUE","Estonia, Republic of","Consumer price index (CPI)","All Items","183.6833333333333","190.9083333333334","196.2166666666667","196.0083333333334","195.0433333333333","195.3333333333333","202.0083333333333","208.95","213.7083333333333","212.7583333333334","222.6583333333333","265.8501833333332","290.2","300.4166666666668"
"IMF.STA:CPI(3.0.1)","SRB.CPI._T.IX.A","OBS_VALUE","Serbia, Republic of","Consumer price index (CPI)","All Items","152.675","163.8666666666667","176.475","180.15","182.6583333333334","184.7083333333334","190.4916666666667","194.225","197.8166666666666","200.9333333333333","209.1416666666667","234.2","263.175","275.4666666666668"
"IMF.STA:CPI(3.0.1)","LVA.CPI._T.IX.A","OBS_VALUE","Latvia, Republic of","Consumer price index (CPI)","All Items","97.04854750000003","99.23969916666665","99.21046833333332","99.82606","99.99999916666665","100.1406325","103.0751166666667","105.6875083333333","108.6588166666666","108.89685","112.464125","131.9319833333333","143.724125","145.5433833333334"
"IMF.STA:CPI(3.0.1)","MNE.CPI._T.IX.A","OBS_VALUE","Montenegro","Consumer price index (CPI)","All Items","93.17663336676507","97.03903519886748","99.17961217443192","98.47492709350088","100.0","99.72861497661478","102.1023913631466","104.7685132890632","105.1473182069034","104.8785030946696","107.4069161280986","121.4131041158706","131.8361387668899","136.2351812495681"
"IMF.STA:CPI(3.0.1)","HUN.CPI._T.IX.A","OBS_VALUE","Hungary","Consumer price index (CPI)","All Items","126.0583333333333","133.1833333333333","135.4916666666666","135.1833333333334","135.1","135.6333333333333","138.8183333333333","142.775","147.5416666666667","152.45","160.2416666666667","183.65","215.1","223.0666666666666"
"IMF.STA:CPI(3.0.1)","LTU.CPI._T.IX.A","OBS_VALUE","Lithuania, Republic of","Consumer price index (CPI)","All Items","96.75296666666668","99.74261666666668","100.7874","100.891975","99.99999166666667","100.9055166666666","104.6621166666667","107.485825","109.9950916666667","111.3149166666667","116.5284","139.490375","152.2081583333333","153.2975666666666"
